Question,Bot Response,Expected Response,Jaccard Similarity,BLEU Score,ROUGE-1,ROUGE-2,ROUGE-L,Response Time
"I have all the symptoms except fever, I went to Medicross and Dr said I can get tested if I want to I'm not sure if I should. She gave me antibiotics Klacid XL 500mg, she said I can take it if I feel worse I'm worried it will make immune system bad?","If you have a history of underlying lung disease, especially with a compromised immune system, you should definitely be screened for COVID19. If you have no history of underlying illness, then","Antibiotic   I don't recommend antibiotics for a simple viral upper respiratory tract infection unless examination revealed signs of acute bronchitis or sinusitis.   They are not effective for viral infections like coVid 19 with no bacterial lung involvement either. If you've been exposed to someone with coVid 19 or or if you or someone you were exposed to travelled to a region where it was endemic, get tested  Would you like to video or text chat with me?",0.7368421052631579,3.188446235914205e-232,0.19753086013107765,0.0,0.17283950210638632,10.418547300000228
"I have pain/discomfort in my lungs. I don't experience simultaneous on both lungs and it not always at the hame position. I don't have a head nor do I have high temperature. I sneeze and cough maybe once a day. Do I have corona, should I get tested?","You may have a viral cold or influenza, and if you do not have a high fever, you do not need a test.   HiIf you have a fever, cough","Exam needed. You are assuming that the discomfort is coming from both lungs, but pain of pleurisy or pneumonia wouldn't come and go In different sites. I doubt your symptoms are lung related, but fever, chills, sweats, worse cough, shortness of breath, wheezing, warrant testing.. If you've been exposed to someone with covid, or if you or someone you were exposed to  travelled to an affected region, get tested.",0.7741935483870968,1.1442761518914162e-155,0.15384615016107833,0.021978018094433727,0.15384615016107833,9.893881200000123
I travelled to Mauritius and do not have symptoms. Should I get tested for covid19?,"If you have no symptoms and travel to Mauritius then no need to test. Unless you have a high fever or cough which can be transmitted by air or via some other means.. In any event, best to quarantine yourself and contact your physician via telemedicine to find out where you can be tested.. For more info try whatapp the word ""telemedicine.com","Self Quarantine . Suggest Self Quarantine for 14 days . If symptomatic , contact your Primary Care Physician or use this platform.",0.6111111111111112,2.6900281975527927e-155,0.11594202512917466,0.025641022090730277,0.11594202512917466,18.405160099999648
I have a dry cough and a sore throat. I do not have a fever and a slight headache (could be I need more water) I am 4 months pregnant and not sure If I should be tested for Corona?,If you have had a sore throat for 4 months then you do not have Corona.   You need to consult your doctor for a Corona test.   If you do not fit criteria for testing then no need to be tested.  Would you like to video or text,Socially isolate. get pleanty of fluids and rest and avoid others call dr if fever or difficulty breathing.,0.6666666666666666,6.957990942521506e-232,0.04081632199916752,0.0,0.04081632199916752,13.417364599999928
"I went to the Dr for a cough and fever on march 5. They diagnosed me with bronchitis. I was not doing any better, so I returned to the Dr on march 15. They sent me to the ER to get tested for covid. At the er they ran a number of tests including a covid t.","If you are not doing better with the treatment you have currently, then you should definitely consult an ENT doctor. ENT doctors are trained to diagnose and treat illnesses.",Question   You have not posted a question.  Would you like to video or text chat with me?,0.5428571428571428,1.1739546629120287e-231,0.2380952332766441,0.0,0.19047618565759653,8.723901099999694
"Whatâ€™s worse with the coronavirus, type 1 or type 2 diabetes?","Type 1 diabetes is worse because it leads to heart disease and more likely to be fatal. At 39 your risk of death from the disease is low. If you diabetes is controlled you should not have particularly higher risk. I would not stress about it.. Get as much exercise as you can, eat healthy, hydrated, stress free as possible. Also avoid smoking, alcohol use   Would you",Diabetes. My answer would be controlled or not. Type 1 or 2 if managed well and treated can still maintain good immunity. If either are out of control then infections of any type more likely. .,0.7027027027027027,3.168313577735543e-155,0.2528735584568636,0.039999995450000526,0.2528735584568636,18.22332430000006
"Just found out that my MD tested positive for Covid-19. I had direct interaction with him. He has no symptoms, he was tested because he traveled in February to Switzerland. Should I be tested. Iâ€™m 67, or wait to see if I develop any symptoms.?","Wait for now   Don't go to direct contact with someone who has tested positive for COVID.   If you have direct contact with a positive person, then do it there. Otherwise wait","Per RSA NICD: Self-isolate for 14 days.Seek testing if sick.Call 0800 029 999 for test information.Seek consultation if sick, preferably by phone or telemedicine.Seek care right away if difficulty breathing, other severe symptoms.Good luck, from the United States!",0.5208333333333334,7.325864861965302e-232,0.031249995175781996,0.0,0.031249995175781996,10.40834330000007
Hi. My children and husband were at the doctor yesterday and he has now informed us he has tested positive for covid19 . He has come home to my 2 babies and mom. How long before we can go for a test?,Wait for now   Call your doctor's office for a hold up call.   Call the local pediatrician for a holdup call.  Would you like to video or text chat with me?  Would you prefer to text chat with us? I,"Incubation period   2-14 days(time from exposure to time of getting illness).  I am unclear if the doctor is positive or your husband is?You should isolate yourselves at home for 14 days.If your husband is positive,he should be in his own room and own bathroom,if possible.Testing only recommended if there are symptoms(fever or cough or shortness of breath)and then you should be tested.Good hand washing/no touching face  Would you like to video or text chat with me?",0.6341463414634146,0.09789861610188384,0.3010752646086253,0.1636363593652894,0.27956988826453927,12.702792100000352
"We went to bali via singapore, on my second day in bali (17 March) I started feeling a bit sick?",You should visit a doctor as soon as possible. They may want to test you for the virus. They may also want to know if you have a viral upper respiratory tract infection. Call them ahead of time and see what they advise.. If you do not have a doctor call the local health department. They may be able to assist..  Regards,"Monitor temp. Most cases of COVID-19 are associated with symptoms, but not all. Your symptoms may be related to coronavirus infection or another infection. I would recommend that you be tested for Coronavirus and then stay inside, avoiding contact with others while awaiting your test results. Use good hand washing, disinfect surfaces and drink fluids.",0.7105263157894737,3.3825313823926018e-155,0.2040816276613912,0.018181813183472447,0.18367346439608512,16.589883099999952
Is covering mouth and nose by mask sufficient to avoid corona exposure? Can It not be transmitted through eyes and ears?,It can be transmitted through the air but the corona virus can penetrate the mucosa of the lips and esophagus and through the roof of the mouth only if the mucosa is infected.    The upper respiratory tract is the primary route most commonly infected.  Would you like to video or text chat with me?  Would you prefer to video or Text chat,"Eyes, nose, mouth. Not ears.  See https://www.healthtap.com/blog/covid-19-care-guidelines/preventing-covid-19.",0.5789473684210527,0.0,0.03921568336793563,0.0,0.03921568336793563,17.67172359999995
