Question,Bot Response,Expected Response,Jaccard Similarity,BLEU Score,ROUGE-1,ROUGE-2,ROUGE-L,Response Time
"I have all the symptoms except fever, I went to Medicross and Dr said I can get tested if I want to I'm not sure if I should. She gave me antibiotics Klacid XL 500mg, she said I can take it if I feel worse I'm worried it will make immune system bad?","If you feel worse, you should definitely take it. It can make a difference between good and bad. If you feel worse and you don't have a fever, you probably don't","Antibiotic   I don't recommend antibiotics for a simple viral upper respiratory tract infection unless examination revealed signs of acute bronchitis or sinusitis.   They are not effective for viral infections like coVid 19 with no bacterial lung involvement either. If you've been exposed to someone with coVid 19 or or if you or someone you were exposed to travelled to a region where it was endemic, get tested  Would you like to video or text chat with me?",0.7714285714285715,2.847773451384069e-232,0.12499999601250016,0.0,0.12499999601250016,11.858108700000003
"I have pain/discomfort in my lungs. I don't experience simultaneous on both lungs and it not always at the hame position. I don't have a head nor do I have high temperature. I sneeze and cough maybe once a day. Do I have corona, should I get tested?",If you have access to testing you should get it done. It may not be corona but the symptoms are similar. If you have access get a chest x ray and a virtual,"Exam needed. You are assuming that the discomfort is coming from both lungs, but pain of pleurisy or pneumonia wouldn't come and go In different sites. I doubt your symptoms are lung related, but fever, chills, sweats, worse cough, shortness of breath, wheezing, warrant testing.. If you've been exposed to someone with covid, or if you or someone you were exposed to  travelled to an affected region, get tested.",0.8,1.563077234081073e-155,0.23529411340069212,0.020833329116754323,0.21176470163598624,11.307875299999978
I travelled to Mauritius and do not have symptoms. Should I get tested for covid19?,"No symptoms no test. You are most likely just being visited by someone who has tested positive for the virus. If you do not have a test then no need to worry.. Self quarantine yourself for 14 days and monitor your temperature and report back. If you develop symptoms or a fever, please notify your physician and get tested..... Drink fluids and monitor your glucose level..","Self Quarantine . Suggest Self Quarantine for 14 days . If symptomatic , contact your Primary Care Physician or use this platform.",0.6756756756756757,1.0320691586945661e-78,0.19999999617959188,0.04999999651250024,0.19999999617959188,21.315483200000017
I have a dry cough and a sore throat. I do not have a fever and a slight headache (could be I need more water) I am 4 months pregnant and not sure If I should be tested for Corona?,"If you have had a sore throat for 4 months then you do not have Corona.   If you have had diarrhea for 4 months and have not had a fever, then you do NOT have Corona. You need to consult your doctor for further advice.  Would you like",Socially isolate. get pleanty of fluids and rest and avoid others call dr if fever or difficulty breathing.,0.5454545454545454,6.921464794211712e-232,0.04444443974321038,0.0,0.04444443974321038,15.586093000000119
"I went to the Dr for a cough and fever on march 5. They diagnosed me with bronchitis. I was not doing any better, so I returned to the Dr on march 15. They sent me to the ER to get tested for covid. At the er they ran a number of tests including a covid t.",That sounds like a good idea. What was your final score and what was your treatment history? How was the treatment? What medications did you take? What medications,Question   You have not posted a question.  Would you like to video or text chat with me?,0.6774193548387096,1.0423153399406431e-231,0.15384614892833676,0.0,0.15384614892833676,10.120131599999922
"Whatâ€™s worse with the coronavirus, type 1 or type 2 diabetes?","Depends on severity. If severe, either way you need to be monitored closely. If minor, no need to be concerned. If severe, either way you should be concerned.. If minor, do not worry. HTN is generally not a problem.   But, if severe, then you need to consult your doctor.  Would you like to video or text chat with me? I",Diabetes. My answer would be controlled or not. Type 1 or 2 if managed well and treated can still maintain good immunity. If either are out of control then infections of any type more likely. .,0.7027027027027027,1.0244914152188952e-231,0.18918918422206002,0.0,0.18918918422206002,21.449547500000108
"Just found out that my MD tested positive for Covid-19. I had direct interaction with him. He has no symptoms, he was tested because he traveled in February to Switzerland. Should I be tested. Iâ€™m 67, or wait to see if I develop any symptoms.?","Wait to see if you develop any symptoms. If you have direct contact with someone who has tested positive for COVID-19, you should test if possible. Otherwise, continue to use good hand washing","Per RSA NICD: Self-isolate for 14 days.Seek testing if sick.Call 0800 029 999 for test information.Seek consultation if sick, preferably by phone or telemedicine.Seek care right away if difficulty breathing, other severe symptoms.Good luck, from the United States!",0.6382978723404256,9.238312358784964e-232,0.11940298016484761,0.0,0.11940298016484761,12.018090699999902
Hi. My children and husband were at the doctor yesterday and he has now informed us he has tested positive for covid19 . He has come home to my 2 babies and mom. How long before we can go for a test?,"If your baby is not showing any signs of developing COVID-19, call your doctor. If your baby is developing a fever, cough, shortness of breath or wheezing call your doctor's office. If your symptoms are worsening or your baby is","Incubation period   2-14 days(time from exposure to time of getting illness).  I am unclear if the doctor is positive or your husband is?You should isolate yourselves at home for 14 days.If your husband is positive,he should be in his own room and own bathroom,if possible.Testing only recommended if there are symptoms(fever or cough or shortness of breath)and then you should be tested.Good hand washing/no touching face  Would you like to video or text chat with me?",0.5869565217391305,2.040720519381965e-155,0.1777777737654322,0.05555555138545984,0.15555555154321,14.734237099999973
"We went to bali via singapore, on my second day in bali (17 March) I started feeling a bit sick?","If you are not having significant SOB self quarantine for 14 days. If significant SOB contact with a confirmed or suspected case contact then contact your primary care physician telephonically, or alternatively use this platform to get tested and further management. If significant worsening SOB then contact your Primary care physician telepathically. If worsening SOB contact your Primary Care","Monitor temp. Most cases of COVID-19 are associated with symptoms, but not all. Your symptoms may be related to coronavirus infection or another infection. I would recommend that you be tested for Coronavirus and then stay inside, avoiding contact with others while awaiting your test results. Use good hand washing, disinfect surfaces and drink fluids.",0.6585365853658537,3.629923946859778e-155,0.2666666617555556,0.01941747073993907,0.22222221731111122,19.732285300000058
Is covering mouth and nose by mask sufficient to avoid corona exposure? Can It not be transmitted through eyes and ears?,"It can be transmitted through the air but the most common way to spread COVID-19 is through the mouth and nose.   If you have an open mind about COVID- 19, make sure to stay home and follow the recommendations of the local authorities.  Would you like to video or text chat with me? I can understand your concern.  Would like to","Eyes, nose, mouth. Not ears.  See https://www.healthtap.com/blog/covid-19-care-guidelines/preventing-covid-19.",0.6341463414634146,0.0,0.03508771663896604,0.0,0.03508771663896604,20.477398200000152
"I have scratchy throat, phlegm, loss of appetite, fatigue. I am pharmacist in research facility. My son had 3rd contact. He has flu symptoms. He was quarantined. We are waiting for the results for his contact. Do I need to test myself?",No   not yet.   Stay home. Stay safe. We are here for you.  Would you like to video or text chat with me? I can understand your concern.  Would,"Cluster cases   I would recommend staying at home, rest, drink fluids and monitoring your temperature.   You may have COVID-19 or another illness. If you are otherwise healthy, await test results. Keep utensils, linens separate and washed. Use good hand washing and disinfect surfaces. If the test is positive, please have screening of all family members in your home. Avoid contact with others.   Would you like to video or text chat with me?",0.5952380952380952,0.0719147703147926,0.3181818141141529,0.18367346539566856,0.3181818141141529,12.007168200000024
"Can animal byproducts spread coronavirus? Do I have to worry about milk, eggs, or fruits?",Not as far as I know.     I do not think any of the animals you mentioned have any animal products in them.  Would you like to video or text chat with me?  Would youlike to video or Text chat with me? I can understand your concern.  Would like to see your full spread on animals.  Would You like to video chat with,No   we have no evidence of any concern with such spread.   It may be worth wiping all packages that come i nto the house with lysol wipes   Would you like to video or text chat with me?,0.8709677419354839,0.15665939071664955,0.43243242744704163,0.20224718619366255,0.3783783733929877,21.289673300000004
Why are so many people with diabetes dying from the coronavirus? Itâ€™s really frightening me.,It's not as common as one might hope. People with diabetes are at greater risk for the virus because they are more likely to have it. It's not like it's some kind of epidemic or anything. People with any kind of medical condition are at greater risks. It's just that people with diabetes are more likely die from it. It is not like it is some kind,"Immunocompromised    body is busy dealing with diabetes, not as much resiliancy remaining to fight viral symptoms, and subsequent opportunistic infections  Would you like to video or text chat with me?",0.7272727272727273,3.0763803443583583e-155,0.19718309381471943,0.02380951928854961,0.19718309381471943,20.447539700000107
