Question,Bot Response,Expected Response,Jaccard Similarity,BLEU Score,ROUGE-1,ROUGE-2,ROUGE-L,Response Time
"I have all the symptoms except fever, I went to Medicross and Dr said I can get tested if I want to I'm not sure if I should. She gave me antibiotics Klacid XL 500mg, she said I can take it if I feel worse I'm worried it will make immune system bad?","I am not sure how to answer that since I am still learning, could you please try again?","Antibiotic   I don't recommend antibiotics for a simple viral upper respiratory tract infection unless examination revealed signs of acute bronchitis or sinusitis.   They are not effective for viral infections like coVid 19 with no bacterial lung involvement either. If you've been exposed to someone with coVid 19 or or if you or someone you were exposed to travelled to a region where it was endemic, get tested  Would you like to video or text chat with me?",0.6285714285714286,4.717201123679724e-233,0.10810810471877293,0.0,0.10810810471877293,1.846261400000003
"I have pain/discomfort in my lungs. I don't experience simultaneous on both lungs and it not always at the hame position. I don't have a head nor do I have high temperature. I sneeze and cough maybe once a day. Do I have corona, should I get tested?","I am not sure how to answer that since I am still learning, could you please try again?","Exam needed. You are assuming that the discomfort is coming from both lungs, but pain of pleurisy or pneumonia wouldn't come and go In different sites. I doubt your symptoms are lung related, but fever, chills, sweats, worse cough, shortness of breath, wheezing, warrant testing.. If you've been exposed to someone with covid, or if you or someone you were exposed to  travelled to an affected region, get tested.",0.6774193548387096,7.357057715428005e-233,0.10666666331022233,0.0,0.10666666331022233,1.4406562000000065
I travelled to Mauritius and do not have symptoms. Should I get tested for covid19?,"I am not sure how to answer that since I am still learning, could you please try again?","Self Quarantine . Suggest Self Quarantine for 14 days . If symptomatic , contact your Primary Care Physician or use this platform.",0.6666666666666666,0.0,0.0,0.0,0.0,1.0131970999999993
I have a dry cough and a sore throat. I do not have a fever and a slight headache (could be I need more water) I am 4 months pregnant and not sure If I should be tested for Corona?,"I am not sure how to answer that since I am still learning, could you please try again?",Socially isolate. get pleanty of fluids and rest and avoid others call dr if fever or difficulty breathing.,0.6296296296296297,0.0,0.0,0.0,0.0,2.0711615000000023
"I went to the Dr for a cough and fever on march 5. They diagnosed me with bronchitis. I was not doing any better, so I returned to the Dr on march 15. They sent me to the ER to get tested for covid. At the er they ran a number of tests including a covid t.","I am not sure how to answer that since I am still learning, could you please try again?",Question   You have not posted a question.  Would you like to video or text chat with me?,0.6333333333333333,1.1640469867513693e-231,0.18181817682277332,0.0,0.12121211621671278,2.5335211999999956
"What’s worse with the coronavirus, type 1 or type 2 diabetes?","Not well stablished. For now, it is known that having chronic disease, including diabetes (not specified type), increases the risk of death. However, the outbreak is so new that evidence is not enough robust to give a number yet. Anyway, It is recommendable to assume that you are at higher risk and strict protection should be taken.",Diabetes. My answer would be controlled or not. Type 1 or 2 if managed well and treated can still maintain good immunity. If either are out of control then infections of any type more likely. .,0.6486486486486487,9.91475782510344e-232,0.14457830841631603,0.0,0.14457830841631603,0.8866443999999944
"Just found out that my MD tested positive for Covid-19. I had direct interaction with him. He has no symptoms, he was tested because he traveled in February to Switzerland. Should I be tested. I’m 67, or wait to see if I develop any symptoms.?","I am not sure how to answer that since I am still learning, could you please try again?","Per RSA NICD: Self-isolate for 14 days.Seek testing if sick.Call 0800 029 999 for test information.Seek consultation if sick, preferably by phone or telemedicine.Seek care right away if difficulty breathing, other severe symptoms.Good luck, from the United States!",0.4666666666666667,0.0,0.0,0.0,0.0,1.8542586999999884
Hi. My children and husband were at the doctor yesterday and he has now informed us he has tested positive for covid19 . He has come home to my 2 babies and mom. How long before we can go for a test?,"I am not sure how to answer that since I am still learning, could you please try again?","Incubation period   2-14 days(time from exposure to time of getting illness).  I am unclear if the doctor is positive or your husband is?You should isolate yourselves at home for 14 days.If your husband is positive,he should be in his own room and own bathroom,if possible.Testing only recommended if there are symptoms(fever or cough or shortness of breath)and then you should be tested.Good hand washing/no touching face  Would you like to video or text chat with me?",0.5641025641025641,2.0107752284487678e-156,0.0987654289285171,0.021739127561437054,0.0987654289285171,1.416400799999991
"We went to bali via singapore, on my second day in bali (17 March) I started feeling a bit sick?","I am not sure how to answer that since I am still learning, could you please try again?","Monitor temp. Most cases of COVID-19 are associated with symptoms, but not all. Your symptoms may be related to coronavirus infection or another infection. I would recommend that you be tested for Coronavirus and then stay inside, avoiding contact with others while awaiting your test results. Use good hand washing, disinfect surfaces and drink fluids.",0.5675675675675675,1.6932312039907157e-232,0.1492537277077301,0.0,0.1492537277077301,1.0627008999999958
Is covering mouth and nose by mask sufficient to avoid corona exposure? Can It not be transmitted through eyes and ears?,"I am not sure how to answer that since I am still learning, could you please try again?","Eyes, nose, mouth. Not ears.  See https://www.healthtap.com/blog/covid-19-care-guidelines/preventing-covid-19.",0.6060606060606061,0.0,0.0,0.0,0.0,0.8629289
"I have scratchy throat, phlegm, loss of appetite, fatigue. I am pharmacist in research facility. My son had 3rd contact. He has flu symptoms. He was quarantined. We are waiting for the results for his contact. Do I need to test myself?","I am not sure how to answer that since I am still learning, could you please try again?","Cluster cases   I would recommend staying at home, rest, drink fluids and monitoring your temperature.   You may have COVID-19 or another illness. If you are otherwise healthy, await test results. Keep utensils, linens separate and washed. Use good hand washing and disinfect surfaces. If the test is positive, please have screening of all family members in your home. Avoid contact with others.   Would you like to video or text chat with me?",0.55,6.2276149050753e-233,0.10126581955455867,0.0,0.10126581955455867,1.1000322999999952
"Can animal byproducts spread coronavirus? Do I have to worry about milk, eggs, or fruits?","I am not sure how to answer that since I am still learning, could you please try again?",No   we have no evidence of any concern with such spread.   It may be worth wiping all packages that come i nto the house with lysol wipes   Would you like to video or text chat with me?,0.7,4.050872348265916e-232,0.11764705451749341,0.0,0.0784313682429837,0.8261151999999896
Why are so many people with diabetes dying from the coronavirus? It’s really frightening me.,"I am not sure how to answer that since I am still learning, could you please try again?","Immunocompromised    body is busy dealing with diabetes, not as much resiliancy remaining to fight viral symptoms, and subsequent opportunistic infections  Would you like to video or text chat with me?",0.7586206896551724,5.9764165035645784e-232,0.13636363173553734,0.0,0.13636363173553734,1.0769559999999956
